path,line,kind,name
legacy/geometry/processing_geometry_GPT.py,305,FunctionDef,correct_geometry_dataframe
legacy/geometry/processing_geometry_GPT.py,465,FunctionDef,process_directory
legacy/geometry/processing_geometry_GPT.py,561,FunctionDef,parse_args
legacy/geometry/processing_geometry_GPT.py,602,FunctionDef,main
legacy/geometry/processing_geometry_v1.py,9,FunctionDef,quat_to_rotation_matrix
legacy/geometry/processing_geometry_v1.py,22,FunctionDef,rotate_vector_by_quaternion
legacy/geometry/processing_geometry_v1.py,31,FunctionDef,geometric_correction
legacy/geometry/processing_geometry_v1.py,83,FunctionDef,main
legacy/geometry/processing_geometry_v2.py,6,FunctionDef,quat_to_rotation_matrix
legacy/geometry/processing_geometry_v2.py,16,FunctionDef,rotate_vector_by_quaternion
legacy/geometry/processing_geometry_v2.py,21,FunctionDef,geometric_correction
legacy/geometry/processing_geometry_v2.py,64,FunctionDef,main
legacy/geometry/processing_geometry_v3.py,9,FunctionDef,quat_to_rotation_matrix
legacy/geometry/processing_geometry_v3.py,22,FunctionDef,inverse_quaternion
legacy/geometry/processing_geometry_v3.py,32,FunctionDef,rotate_vector_by_quaternion
legacy/geometry/processing_geometry_v3.py,41,FunctionDef,geometric_correction
legacy/geometry/processing_geometry_v3.py,93,FunctionDef,main
legacy/geometry/processing_geometry_v4.py,11,FunctionDef,quat_to_rotation_matrix
legacy/geometry/processing_geometry_v4.py,23,FunctionDef,rotate_vector_by_quaternion
legacy/geometry/processing_geometry_v4.py,31,FunctionDef,normalize_quaternion
legacy/geometry/processing_geometry_v4.py,34,FunctionDef,quaternion_product
legacy/geometry/processing_geometry_v4.py,49,FunctionDef,quaternion_derivative
legacy/geometry/processing_geometry_v4.py,68,FunctionDef,integrate_quaternion
legacy/geometry/processing_geometry_v4.py,89,FunctionDef,geometric_correction
legacy/geometry/processing_geometry_v4.py,144,FunctionDef,main
legacy/geometry/processing_geometry_v5.py,11,FunctionDef,quat_to_rotation_matrix
legacy/geometry/processing_geometry_v5.py,26,FunctionDef,rotate_vector_by_quaternion
legacy/geometry/processing_geometry_v5.py,35,FunctionDef,tilt_rotation_matrix
legacy/geometry/processing_geometry_v5.py,48,FunctionDef,geometric_correction
legacy/geometry/processing_geometry_v5.py,114,FunctionDef,main
legacy/geometry/processing_geometry_v6.py,11,FunctionDef,quat_to_rotation_matrix
legacy/geometry/processing_geometry_v6.py,38,FunctionDef,rotate_vector_by_quaternion
legacy/geometry/processing_geometry_v6.py,51,FunctionDef,get_inverse_quaternion
legacy/geometry/processing_geometry_v6.py,65,FunctionDef,tilt_rotation_matrix
legacy/geometry/processing_geometry_v6.py,80,FunctionDef,doppler_correction
legacy/geometry/processing_geometry_v6.py,101,FunctionDef,geometric_correction
legacy/geometry/processing_geometry_v6.py,178,FunctionDef,main
legacy/geometry/processing_geometry_v7.py,15,FunctionDef,quat_to_rotation_matrix
legacy/geometry/processing_geometry_v7.py,34,FunctionDef,rotate_vector_by_quaternion
legacy/geometry/processing_geometry_v7.py,43,FunctionDef,tilt_rotation_matrix
legacy/geometry/processing_geometry_v7.py,62,FunctionDef,geometric_correction
legacy/geometry/processing_geometry_v7.py,124,FunctionDef,main
legacy/geometry/processing_geometry_with_distance.py,9,FunctionDef,quat_to_rotation_matrix
legacy/geometry/processing_geometry_with_distance.py,23,FunctionDef,rotate_vector_by_quaternion
legacy/geometry/processing_geometry_with_distance.py,32,FunctionDef,geometric_correction
legacy/geometry/processing_geometry_with_distance.py,88,FunctionDef,main
legacy/geometry/processing_geometry_with_distance_v2.py,11,FunctionDef,quat_to_rotation_matrix
legacy/geometry/processing_geometry_with_distance_v2.py,26,FunctionDef,rotate_vector_by_quaternion
legacy/geometry/processing_geometry_with_distance_v2.py,35,FunctionDef,tilt_rotation_matrix
legacy/geometry/processing_geometry_with_distance_v2.py,48,FunctionDef,geometric_correction
legacy/geometry/processing_geometry_with_distance_v2.py,114,FunctionDef,main
legacy/geometry/processing_geometry_xyz.py,9,FunctionDef,quat_to_rotation_matrix
legacy/geometry/processing_geometry_xyz.py,22,FunctionDef,rotate_vector_by_quaternion
legacy/geometry/processing_geometry_xyz.py,31,FunctionDef,geometric_correction
legacy/geometry/processing_geometry_xyz.py,83,FunctionDef,main
recovered_prior_uploads/Make_Merged_data_v4.py,17,FunctionDef,apply_butterworth_filter
recovered_prior_uploads/Make_Merged_data_v4.py,39,FunctionDef,merge_files
recovered_prior_uploads/Make_Merged_data_v4.py,147,FunctionDef,main
